QuestionId_Answer,QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,QuestionText,Answer,AnswerText,Correct,CorrectAnswer,CorrectAnswerText,FirstSubjectId,FirstSubjectName,SecondSubjectId,SecondSubjectName,ThirdSubjectId,ThirdSubjectName,MisconceptionId
1798_D,1798,2648,"Reflect an object or a point in a diagonal line with the line of reflection drawn, where the line of reflection lies on the edge or outside the object",92,Reflection,"The triangle is reflected in the dashed line.
What are the new coordinates of point \( \mathrm{P} \) ? ![A coordinate grid with a reflection line drawn and a triangle. The reflection line passes through the coordinates: (-1,-1) (0,0) (1,1) (2,2) etc. The triangle has coordinates: (2,2) (3,3) and (4,2). P is the coordinate (4,2).]()",D,"\( (0,2) \)",0,C,"\( (2,4) \)",71,Geometry and Measure,278,Transformations,92,Reflection,563.0
1799_A,1799,218,Round numbers to two decimal places,214,Rounding to Decimal Places,"\( 0.009753 \)
What is this number rounded to \( 2 \) decimal places?",A,\( 0.0098 \),0,C,\( 0.01 \),32,Number,141,Rounding and Estimating,214,Rounding to Decimal Places,1529.0
1799_B,1799,218,Round numbers to two decimal places,214,Rounding to Decimal Places,"\( 0.009753 \)
What is this number rounded to \( 2 \) decimal places?",B,\( 0.0097 \),0,C,\( 0.01 \),32,Number,141,Rounding and Estimating,214,Rounding to Decimal Places,1529.0
1799_D,1799,218,Round numbers to two decimal places,214,Rounding to Decimal Places,"\( 0.009753 \)
What is this number rounded to \( 2 \) decimal places?",D,\( 0.00 \),0,C,\( 0.01 \),32,Number,141,Rounding and Estimating,214,Rounding to Decimal Places,1379.0
1800_B,1800,306,Subtract decimals where the numbers involved have a different number of decimal places,223,Adding and Subtracting with Decimals,\( 0.55-0.2= \),B,\( 0.33 \),0,D,\( 0.35 \),32,Number,36,Decimals,223,Adding and Subtracting with Decimals,496.0
1800_C,1800,306,Subtract decimals where the numbers involved have a different number of decimal places,223,Adding and Subtracting with Decimals,\( 0.55-0.2= \),C,\( 0.53 \),0,D,\( 0.35 \),32,Number,36,Decimals,223,Adding and Subtracting with Decimals,2346.0
1801_A,1801,3138,Solve linear inequalities involving two inequality signs,166,Solving Linear Inequalities,"What is the solution to the following inequality?
\(
-5<2 x+1<5
\)",A,\( -9<x<11 \),0,B,\( -3<x<2 \),49,Algebra,59,Inequalities,166,Solving Linear Inequalities,1214.0
1801_C,1801,3138,Solve linear inequalities involving two inequality signs,166,Solving Linear Inequalities,"What is the solution to the following inequality?
\(
-5<2 x+1<5
\)",C,\( -2<x<2 \),0,B,\( -3<x<2 \),49,Algebra,59,Inequalities,166,Solving Linear Inequalities,1937.0
1801_D,1801,3138,Solve linear inequalities involving two inequality signs,166,Solving Linear Inequalities,"What is the solution to the following inequality?
\(
-5<2 x+1<5
\)",D,\( -3.5<x<1.5 \),0,B,\( -3<x<2 \),49,Algebra,59,Inequalities,166,Solving Linear Inequalities,256.0
1802_B,1802,414,Order fractions whose denominators are multiples of the same number ,228,Ordering Fractions,"In a bakery \( \frac{3}{7} \) of the cakes are chocolate, \( \frac{5}{14} \) of the cakes are vanilla and \( \frac{6}{28} \) are lemon.
Which flavour cake is there more of?",B,Vanilla,0,A,Chocolate,32,Number,39,Fractions,228,Ordering Fractions,684.0
1802_D,1802,414,Order fractions whose denominators are multiples of the same number ,228,Ordering Fractions,"In a bakery \( \frac{3}{7} \) of the cakes are chocolate, \( \frac{5}{14} \) of the cakes are vanilla and \( \frac{6}{28} \) are lemon.
Which flavour cake is there more of?",D,There is the same amount of each.,0,A,Chocolate,32,Number,39,Fractions,228,Ordering Fractions,684.0
1803_A,1803,1660,Estimate the size of obtuse angles,73,"Types, Naming and Estimating",Which of the following is the best estimate of the size of this angle? ![An obtuse angle](),A,\( 60^{\circ} \),0,C,\( 120^{\circ} \),71,Geometry and Measure,74,Angles,73,"Types, Naming and Estimating",1344.0
1803_B,1803,1660,Estimate the size of obtuse angles,73,"Types, Naming and Estimating",Which of the following is the best estimate of the size of this angle? ![An obtuse angle](),B,\( 90^{\circ} \),0,C,\( 120^{\circ} \),71,Geometry and Measure,74,Angles,73,"Types, Naming and Estimating",1344.0
1803_D,1803,1660,Estimate the size of obtuse angles,73,"Types, Naming and Estimating",Which of the following is the best estimate of the size of this angle? ![An obtuse angle](),D,\( 160^{\circ} \),0,C,\( 120^{\circ} \),71,Geometry and Measure,74,Angles,73,"Types, Naming and Estimating",1344.0
1804_A,1804,985,"Given a positive x value, find the corresponding y value for curves in the form y = ax² + bx + c",265,Plotting Quadratics from Tables of Values,"This is a part of the table of values for the equation
\(y=\frac{1}{2} x^{2}\) \begin{tabular}{|c|c|}
\hline\( x \) & \( \frac{2}{3} \) \\
\hline\( y \) & \( \bigstar \) \\
\hline
\end{tabular} What should replace the star?",A,\( \frac{1}{9} \),0,B,\( \frac{2}{9} \),49,Algebra,55,Quadratic Graphs,265,Plotting Quadratics from Tables of Values,1113.0
1804_C,1804,985,"Given a positive x value, find the corresponding y value for curves in the form y = ax² + bx + c",265,Plotting Quadratics from Tables of Values,"This is a part of the table of values for the equation
\(y=\frac{1}{2} x^{2}\) \begin{tabular}{|c|c|}
\hline\( x \) & \( \frac{2}{3} \) \\
\hline\( y \) & \( \bigstar \) \\
\hline
\end{tabular} What should replace the star?",C,\( \frac{2}{3} \),0,B,\( \frac{2}{9} \),49,Algebra,55,Quadratic Graphs,265,Plotting Quadratics from Tables of Values,2316.0
1805_B,1805,471,Recognise cube numbers,245,"Squares, Cubes, etc",What is the smallest odd cube number?,B,\( 3 \),0,A,\( 1 \),32,Number,40,"Indices, Powers and Roots",245,"Squares, Cubes, etc",1884.0
1805_C,1805,471,Recognise cube numbers,245,"Squares, Cubes, etc",What is the smallest odd cube number?,C,\( 8 \),0,A,\( 1 \),32,Number,40,"Indices, Powers and Roots",245,"Squares, Cubes, etc",421.0
1806_B,1806,1271,"Given the description of an algebraic term with no powers, write the term using algebra ",70,Writing Expressions,Write the following using correct algebraic notation \( p \) multiplied by three lots of \( q \),B,\( p q^{3} \),0,D,\( 3 p q \),49,Algebra,62,Writing and Simplifying Expressions,70,Writing Expressions,1072.0
1807_A,1807,473,Calculate the square of a number,245,"Squares, Cubes, etc",What is the value of \( 3^{2} \) ?,A,\( 12 \),0,C,\( 9 \),32,Number,40,"Indices, Powers and Roots",245,"Squares, Cubes, etc",64.0
1807_B,1807,473,Calculate the square of a number,245,"Squares, Cubes, etc",What is the value of \( 3^{2} \) ?,B,\( 6 \),0,C,\( 9 \),32,Number,40,"Indices, Powers and Roots",245,"Squares, Cubes, etc",1072.0
1807_D,1807,473,Calculate the square of a number,245,"Squares, Cubes, etc",What is the value of \( 3^{2} \) ?,D,\( 5 \),0,C,\( 9 \),32,Number,40,"Indices, Powers and Roots",245,"Squares, Cubes, etc",952.0
1808_B,1808,3133,Write algebraic expressions with correct algebraic convention involving powers,252,Multiplying Terms,"Simplify, if possible:
\(
m^{2} \times m^{2}
\)",B,\( 4 m \),0,A,\( m^{4} \),49,Algebra,62,Writing and Simplifying Expressions,252,Multiplying Terms,1072.0
1808_C,1808,3133,Write algebraic expressions with correct algebraic convention involving powers,252,Multiplying Terms,"Simplify, if possible:
\(
m^{2} \times m^{2}
\)",C,\( 2 m^{2} \),0,A,\( m^{4} \),49,Algebra,62,Writing and Simplifying Expressions,252,Multiplying Terms,1644.0
1809_B,1809,1407,Expand two brackets with linear terms in the form (x + a)(x + b),51,Expanding Double Brackets,"What should replace the circle when these two brackets are expanded and simplified?
\(
(p-3)(p+1) \equiv p^{2} \triangle p \bigcirc
\)",B,\( \bigcirc=+3 \),0,A,\( \bigcirc=-3 \),49,Algebra,152,Expanding Brackets,51,Expanding Double Brackets,974.0
1809_D,1809,1407,Expand two brackets with linear terms in the form (x + a)(x + b),51,Expanding Double Brackets,"What should replace the circle when these two brackets are expanded and simplified?
\(
(p-3)(p+1) \equiv p^{2} \triangle p \bigcirc
\)",D,\( \bigcirc=-2 \),0,A,\( \bigcirc=-3 \),49,Algebra,152,Expanding Brackets,51,Expanding Double Brackets,2143.0
1810_B,1810,2849,Interpret a bar chart,106,Block Graphs and Bar Charts,"The bar chart shows the number of students in each year group who study French, Spanish and Chinese.

How many more Year 8s than Year 7s study French? ![An image of a vertical bar chart with bars striped red and white for French, solid blue for Spanish and solid white for Chinese (a key shows this). The x-axis is titled 'year group' with labels for Years 7 to 11. The y-axis is titled 'number of children' and its scale is from 0 to 80 in steps of 10. The following data is shown on the bar chart.
Year 7: French 42, Spanish 35, Chinese 60; Year 8: French 80, Spanish 27, Chinese 25; Year 9: French 35, Spanish 70, Chinese 12; Year 10: French 12, Spanish 35, Chinese 0; Year 11: French 33, Spanish 26, Chinese 0.]()",B,\( 122 \),0,C,\( 38 \),101,Data and Statistics,342,Data Representation,106,Block Graphs and Bar Charts,673.0
1811_B,1811,1901,Construct a triangle using Side-Side-Side,191,Construct Triangle,"What is the length of the side marked \( q \) ? ![Two, intersecting circles drawn with a compass and used to construct a triangle with one side labelled with q]()",B,\( 2.5 \mathrm{~cm} \),0,A,\( 2 \mathrm{~cm} \),71,Geometry and Measure,83,"Construction, Loci and Scale Drawing",191,Construct Triangle,1047.0
1812_A,1812,1378,"Given a midpoint and a coordinate work out the position of the other coordinate, where all the values are integers but at least one is negative",408,Midpoint Between Two Co-ordinates,"Here are two points and their midpoint. What should replace the star? ![A set of axis showing all four quadrants. Three points are marked in a straight line with a negative gradient. One lilac circle marks a point in the 1st quadrant and is labelled (-5, 5). One red circle marks a point in the 1st quadrant and is labelled (-2,1). Another lilac circle marks a point in the 4th quadrant and is labelled (gold star icon, green triangle icon) as the coordinates are unknown. ]()",A,\(\color{gold}\bigstar\) = 5,0,D,\(\color{gold}\bigstar\) = 1,49,Algebra,81,Co-ordinates,408,Midpoint Between Two Co-ordinates,118.0
1812_B,1812,1378,"Given a midpoint and a coordinate work out the position of the other coordinate, where all the values are integers but at least one is negative",408,Midpoint Between Two Co-ordinates,"Here are two points and their midpoint. What should replace the star? ![A set of axis showing all four quadrants. Three points are marked in a straight line with a negative gradient. One lilac circle marks a point in the 1st quadrant and is labelled (-5, 5). One red circle marks a point in the 1st quadrant and is labelled (-2,1). Another lilac circle marks a point in the 4th quadrant and is labelled (gold star icon, green triangle icon) as the coordinates are unknown. ]()",B,\(\color{gold}\bigstar\) = -7,0,D,\(\color{gold}\bigstar\) = 1,49,Algebra,81,Co-ordinates,408,Midpoint Between Two Co-ordinates,393.0
1813_A,1813,2561,"Find the area of non-rectilinear shapes by counting squares, where all squares are either whole or exactly half-squares",75,Area of Simple Shapes,"Each square is \( 1 \mathrm{~cm} \) by \( 1 \mathrm{~cm} \)

What is the area of this shape? ![A 6 by 5 centimetre squared grid. A purple right angled triangle is drawn on the grid with a base of 3cm and a perpendicular height of 3cm.]()",A,\( 5 \mathrm{~cm}^{2} \),0,D,\( 4.5 \mathrm{~cm}^{2} \),71,Geometry and Measure,178,Perimeter and Area,75,Area of Simple Shapes,584.0
1813_B,1813,2561,"Find the area of non-rectilinear shapes by counting squares, where all squares are either whole or exactly half-squares",75,Area of Simple Shapes,"Each square is \( 1 \mathrm{~cm} \) by \( 1 \mathrm{~cm} \)

What is the area of this shape? ![A 6 by 5 centimetre squared grid. A purple right angled triangle is drawn on the grid with a base of 3cm and a perpendicular height of 3cm.]()",B,\( 3 \mathrm{~cm}^{2} \),0,D,\( 4.5 \mathrm{~cm}^{2} \),71,Geometry and Measure,178,Perimeter and Area,75,Area of Simple Shapes,828.0
1813_C,1813,2561,"Find the area of non-rectilinear shapes by counting squares, where all squares are either whole or exactly half-squares",75,Area of Simple Shapes,"Each square is \( 1 \mathrm{~cm} \) by \( 1 \mathrm{~cm} \)

What is the area of this shape? ![A 6 by 5 centimetre squared grid. A purple right angled triangle is drawn on the grid with a base of 3cm and a perpendicular height of 3cm.]()",C,\( 9 \mathrm{~cm}^{2} \),0,D,\( 4.5 \mathrm{~cm}^{2} \),71,Geometry and Measure,178,Perimeter and Area,75,Area of Simple Shapes,159.0
1814_A,1814,3316,Recognise and use efficient methods for mental multiplication,204,Mental Multiplication and Division,"Tom and Katie are discussing ways to calculate \( 49 \times 9 \) mentally
Tom multiplies \( 49 \) by \( 10 \) and then subtracts \( 49 \) from the answer.
Katie does \( 50 \times 9 \) and then subtracts \( 9 \) from the answer
Who would get the correct answer?",A,Only Tom,0,C,Both Tom and Katie,32,Number,144,Basic Arithmetic,204,Mental Multiplication and Division,1811.0
1814_B,1814,3316,Recognise and use efficient methods for mental multiplication,204,Mental Multiplication and Division,"Tom and Katie are discussing ways to calculate \( 49 \times 9 \) mentally
Tom multiplies \( 49 \) by \( 10 \) and then subtracts \( 49 \) from the answer.
Katie does \( 50 \times 9 \) and then subtracts \( 9 \) from the answer
Who would get the correct answer?",B,"Only
Katie",0,C,Both Tom and Katie,32,Number,144,Basic Arithmetic,204,Mental Multiplication and Division,1811.0
1814_D,1814,3316,Recognise and use efficient methods for mental multiplication,204,Mental Multiplication and Division,"Tom and Katie are discussing ways to calculate \( 49 \times 9 \) mentally
Tom multiplies \( 49 \) by \( 10 \) and then subtracts \( 49 \) from the answer.
Katie does \( 50 \times 9 \) and then subtracts \( 9 \) from the answer
Who would get the correct answer?",D,Neither is correct,0,C,Both Tom and Katie,32,Number,144,Basic Arithmetic,204,Mental Multiplication and Division,1066.0
1815_A,1815,489,Raise a positive integer to the power of 0,247,Laws of Indices,\( (16)^{0}=? \),A,\( 16 \),0,C,\( 1 \),32,Number,40,"Indices, Powers and Roots",247,Laws of Indices,1920.0
1815_B,1815,489,Raise a positive integer to the power of 0,247,Laws of Indices,\( (16)^{0}=? \),B,\( 0 \),0,C,\( 1 \),32,Number,40,"Indices, Powers and Roots",247,Laws of Indices,1920.0
1815_D,1815,489,Raise a positive integer to the power of 0,247,Laws of Indices,\( (16)^{0}=? \),D,You cannot have a power of \( 0 \),0,C,\( 1 \),32,Number,40,"Indices, Powers and Roots",247,Laws of Indices,1920.0
1816_B,1816,2008,Read an integer on a scale where the required measurement is marked by a dash between two numbers,202,Place Value,What number is the arrow pointing to? ![Number line from 100 to 200 with an arrow pointing to the value 145](),B,\( 140 \),0,A,\( 145 \),32,Number,144,Basic Arithmetic,202,Place Value,2035.0
1816_C,1816,2008,Read an integer on a scale where the required measurement is marked by a dash between two numbers,202,Place Value,What number is the arrow pointing to? ![Number line from 100 to 200 with an arrow pointing to the value 145](),C,\( 149 \),0,A,\( 145 \),32,Number,144,Basic Arithmetic,202,Place Value,2053.0
1816_D,1816,2008,Read an integer on a scale where the required measurement is marked by a dash between two numbers,202,Place Value,What number is the arrow pointing to? ![Number line from 100 to 200 with an arrow pointing to the value 145](),D,\( 148 \),0,A,\( 145 \),32,Number,144,Basic Arithmetic,202,Place Value,1103.0
1817_A,1817,312,Multiply two decimals together with the same number of decimal places,224,Multiplying and Dividing with Decimals,\( 0.01^{3}= \),A,\( 0.0001 \),0,B,\( 0.000001 \),32,Number,36,Decimals,224,Multiplying and Dividing with Decimals,2481.0
1817_C,1817,312,Multiply two decimals together with the same number of decimal places,224,Multiplying and Dividing with Decimals,\( 0.01^{3}= \),C,\( 0.03 \),0,B,\( 0.000001 \),32,Number,36,Decimals,224,Multiplying and Dividing with Decimals,438.0
1817_D,1817,312,Multiply two decimals together with the same number of decimal places,224,Multiplying and Dividing with Decimals,\( 0.01^{3}= \),D,\( 0.00001 \),0,B,\( 0.000001 \),32,Number,36,Decimals,224,Multiplying and Dividing with Decimals,2481.0
1818_B,1818,411,Simplify fractions that simplify to a non-unit fraction,227,Simplifying Fractions,"Tom and Katie are arguing about how to leave answers to some fractions questions they are working on.

Tom says he is going to leave one of his answers as \( \frac{143}{2} \)

Katie says she is going to leave one of her answers as \( \frac{4.2}{9} \)

Who is correct?",B,Only Katie,0,A,Only Tom,32,Number,39,Fractions,227,Simplifying Fractions,1358.0
1818_C,1818,411,Simplify fractions that simplify to a non-unit fraction,227,Simplifying Fractions,"Tom and Katie are arguing about how to leave answers to some fractions questions they are working on.

Tom says he is going to leave one of his answers as \( \frac{143}{2} \)

Katie says she is going to leave one of her answers as \( \frac{4.2}{9} \)

Who is correct?",C,Both Tom and Katie,0,A,Only Tom,32,Number,39,Fractions,227,Simplifying Fractions,1358.0
1818_D,1818,411,Simplify fractions that simplify to a non-unit fraction,227,Simplifying Fractions,"Tom and Katie are arguing about how to leave answers to some fractions questions they are working on.

Tom says he is going to leave one of his answers as \( \frac{143}{2} \)

Katie says she is going to leave one of her answers as \( \frac{4.2}{9} \)

Who is correct?",D,Neither is correct,0,A,Only Tom,32,Number,39,Fractions,227,Simplifying Fractions,820.0
1819_B,1819,478,Recognise other roots of numbers,246,"Square Roots, Cube Roots, etc",\( \sqrt[3]{27}=? \),B,\( 9 \),0,A,\( 3 \),32,Number,40,"Indices, Powers and Roots",246,"Square Roots, Cube Roots, etc",414.0
1819_C,1819,478,Recognise other roots of numbers,246,"Square Roots, Cube Roots, etc",\( \sqrt[3]{27}=? \),C,\( 81 \),0,A,\( 3 \),32,Number,40,"Indices, Powers and Roots",246,"Square Roots, Cube Roots, etc",146.0
1820_A,1820,1755,Identify corresponding angles,182,Angle Facts with Parallel Lines,"\( \mathrm{M} \) and \( \mathrm{N} \) are the intersections of the line \( X Y \) with the lines \( P Q \) and \( R S \).
Which angle is corresponding to angle QMY? ![A pair of parallel lines pointing up to the left. PQ and RS are the ends of the parallel lines. PQ is on the left of the diagram with Q being the top left.
A red straight line, XY, crosses the parallel lines. X is on the left of the diagram.
Line XY crosses line PQ at a point marked M.
Line XY crosses line RS at a point marked N.
The angle QMY is marked in red.]()",A,XMP,0,B,SNY,71,Geometry and Measure,74,Angles,182,Angle Facts with Parallel Lines,625.0
1820_C,1820,1755,Identify corresponding angles,182,Angle Facts with Parallel Lines,"\( \mathrm{M} \) and \( \mathrm{N} \) are the intersections of the line \( X Y \) with the lines \( P Q \) and \( R S \).
Which angle is corresponding to angle QMY? ![A pair of parallel lines pointing up to the left. PQ and RS are the ends of the parallel lines. PQ is on the left of the diagram with Q being the top left.
A red straight line, XY, crosses the parallel lines. X is on the left of the diagram.
Line XY crosses line PQ at a point marked M.
Line XY crosses line RS at a point marked N.
The angle QMY is marked in red.]()",C,SNX,0,B,SNY,71,Geometry and Measure,74,Angles,182,Angle Facts with Parallel Lines,2336.0
1820_D,1820,1755,Identify corresponding angles,182,Angle Facts with Parallel Lines,"\( \mathrm{M} \) and \( \mathrm{N} \) are the intersections of the line \( X Y \) with the lines \( P Q \) and \( R S \).
Which angle is corresponding to angle QMY? ![A pair of parallel lines pointing up to the left. PQ and RS are the ends of the parallel lines. PQ is on the left of the diagram with Q being the top left.
A red straight line, XY, crosses the parallel lines. X is on the left of the diagram.
Line XY crosses line PQ at a point marked M.
Line XY crosses line RS at a point marked N.
The angle QMY is marked in red.]()",D,XNR,0,B,SNY,71,Geometry and Measure,74,Angles,182,Angle Facts with Parallel Lines,2454.0
1821_A,1821,334,Identify common factors of two numbers,219,Factors and Highest Common Factor,A common factor of \( 8 \) and \( 20 \) is...,A,\( 40 \),0,D,\( 4 \),32,Number,37,"Factors, Multiples and Primes",219,Factors and Highest Common Factor,710.0
1821_B,1821,334,Identify common factors of two numbers,219,Factors and Highest Common Factor,A common factor of \( 8 \) and \( 20 \) is...,B,\( 20 \),0,D,\( 4 \),32,Number,37,"Factors, Multiples and Primes",219,Factors and Highest Common Factor,1693.0
1821_C,1821,334,Identify common factors of two numbers,219,Factors and Highest Common Factor,A common factor of \( 8 \) and \( 20 \) is...,C,\( 8 \),0,D,\( 4 \),32,Number,37,"Factors, Multiples and Primes",219,Factors and Highest Common Factor,1693.0
1822_B,1822,2714,Describe a translation using vector notation where at least one value is negative,95,Translation and Vectors,"Which vector correctly describes the translation that maps object \( P \) onto object \( Q \)? ![The image shows a pair of axes and two congruent trapezia labelled P and Q. Trapezium P has vertices at (1, 7), (2, 9), (4, 9), (5, 7). Trapezium Q has vertices at (3, 3), (4, 5), (6, 5), (7, 3).]()",B,\( \left(\begin{array}{c}-4 \\ 2\end{array}\right) \),0,A,\( \left(\begin{array}{c}2 \\ -4\end{array}\right) \),71,Geometry and Measure,278,Transformations,95,Translation and Vectors,905.0
1822_D,1822,2714,Describe a translation using vector notation where at least one value is negative,95,Translation and Vectors,"Which vector correctly describes the translation that maps object \( P \) onto object \( Q \)? ![The image shows a pair of axes and two congruent trapezia labelled P and Q. Trapezium P has vertices at (1, 7), (2, 9), (4, 9), (5, 7). Trapezium Q has vertices at (3, 3), (4, 5), (6, 5), (7, 3).]()",D,\( \left(\begin{array}{c}-2 \\ 4\end{array}\right) \),0,A,\( \left(\begin{array}{c}2 \\ -4\end{array}\right) \),71,Geometry and Measure,278,Transformations,95,Translation and Vectors,1265.0
1823_A,1823,2355,Recognise perpendicular lines,262,Parallel Lines,![An image of 8 line segments on a square grid. AB is a vertical line measuring 4 units. CD is a vertical line measuring 2 units. EF is a diagonal line with a positive gradient of 4. GH is a diagonal line with a negative gradient of -4. IJ is a horizontal line measuring 3 units. KL is a diagonal line with a negative gradient of -1. MN is a diagonal line with a positive gradient of 1. OP is a diagonal line with a positive gradient of 4.]() Which line segment is perpendicular to \( \mathrm{MN} \) ?,A,\( \mathrm{GH} \),0,D,\( \mathrm{KL} \),49,Algebra,54,Straight Line Graphs,262,Parallel Lines,1513.0
1823_B,1823,2355,Recognise perpendicular lines,262,Parallel Lines,![An image of 8 line segments on a square grid. AB is a vertical line measuring 4 units. CD is a vertical line measuring 2 units. EF is a diagonal line with a positive gradient of 4. GH is a diagonal line with a negative gradient of -4. IJ is a horizontal line measuring 3 units. KL is a diagonal line with a negative gradient of -1. MN is a diagonal line with a positive gradient of 1. OP is a diagonal line with a positive gradient of 4.]() Which line segment is perpendicular to \( \mathrm{MN} \) ?,B,\( C D \),0,D,\( \mathrm{KL} \),49,Algebra,54,Straight Line Graphs,262,Parallel Lines,83.0
1823_C,1823,2355,Recognise perpendicular lines,262,Parallel Lines,![An image of 8 line segments on a square grid. AB is a vertical line measuring 4 units. CD is a vertical line measuring 2 units. EF is a diagonal line with a positive gradient of 4. GH is a diagonal line with a negative gradient of -4. IJ is a horizontal line measuring 3 units. KL is a diagonal line with a negative gradient of -1. MN is a diagonal line with a positive gradient of 1. OP is a diagonal line with a positive gradient of 4.]() Which line segment is perpendicular to \( \mathrm{MN} \) ?,C,OP,0,D,\( \mathrm{KL} \),49,Algebra,54,Straight Line Graphs,262,Parallel Lines,1513.0
1824_C,1824,2849,Interpret a bar chart,106,Block Graphs and Bar Charts,"The bar chart shows the number of students in each year group who study French, Spanish and Chinese.

How many more Year \( 7 s \) than Year 8s study Chinese? ![An image of a bar chart with bars striped red and white for French, blue for Spanish and white for Chinese. The x-axis is marked 'year group' with options 7-11, and the y-axis is marked 'number of children'. ]()",C,\( 85 \),0,B,\( 35 \),101,Data and Statistics,342,Data Representation,106,Block Graphs and Bar Charts,673.0
1825_A,1825,2355,Recognise perpendicular lines,262,Parallel Lines,"Tom and Katie are discussing this pair of lines
Tom says they are parallel
Katie says they are perpendicular
Who do you agree with? ![Two blue lines, each with a small red line marked across them about halfway up. The two blue lines do not touch, but they are closer together at one end.]()",A,"Only
Tom",0,D,Neither is correct,49,Algebra,54,Straight Line Graphs,262,Parallel Lines,281.0
1825_B,1825,2355,Recognise perpendicular lines,262,Parallel Lines,"Tom and Katie are discussing this pair of lines
Tom says they are parallel
Katie says they are perpendicular
Who do you agree with? ![Two blue lines, each with a small red line marked across them about halfway up. The two blue lines do not touch, but they are closer together at one end.]()",B,Only Katie,0,D,Neither is correct,49,Algebra,54,Straight Line Graphs,262,Parallel Lines,1419.0
1826_A,1826,1597,"Calculate coordinates of points on the graph of y = ax, where x is a negative integer ",160,Graphs of Exponentials and Other Powers of x,"This is a part of the table of values for the equation \( \boldsymbol{y}=\mathbf{2}^{\boldsymbol{x}} \) \begin{tabular}{|c|c|}
\hline\( x \) & \( -5 \) \\
\hline\( y \) & \(\color{gold}\bigstar\) \\
\hline
\end{tabular} What should replace the star?",A,\( -32 \),0,D,\( \frac{1}{32} \),49,Algebra,158,Other Graphs,160,Graphs of Exponentials and Other Powers of x,433.0
1826_B,1826,1597,"Calculate coordinates of points on the graph of y = ax, where x is a negative integer ",160,Graphs of Exponentials and Other Powers of x,"This is a part of the table of values for the equation \( \boldsymbol{y}=\mathbf{2}^{\boldsymbol{x}} \) \begin{tabular}{|c|c|}
\hline\( x \) & \( -5 \) \\
\hline\( y \) & \(\color{gold}\bigstar\) \\
\hline
\end{tabular} What should replace the star?",B,\( -\frac{1}{32} \),0,D,\( \frac{1}{32} \),49,Algebra,158,Other Graphs,160,Graphs of Exponentials and Other Powers of x,433.0
1826_C,1826,1597,"Calculate coordinates of points on the graph of y = ax, where x is a negative integer ",160,Graphs of Exponentials and Other Powers of x,"This is a part of the table of values for the equation \( \boldsymbol{y}=\mathbf{2}^{\boldsymbol{x}} \) \begin{tabular}{|c|c|}
\hline\( x \) & \( -5 \) \\
\hline\( y \) & \(\color{gold}\bigstar\) \\
\hline
\end{tabular} What should replace the star?",C,\( -10 \),0,D,\( \frac{1}{32} \),49,Algebra,158,Other Graphs,160,Graphs of Exponentials and Other Powers of x,1072.0
1827_B,1827,1110,Write the next term of a descending decimal linear sequence,171,Linear Sequences (nth term),"\( \begin{array}{llll}7.5, & 6.6, & 5.7, & ?\end{array} \)

What is the next term in this linear sequence?",B,\( 4.7 \),0,D,\( 4.8 \),49,Algebra,61,Sequences,171,Linear Sequences (nth term),2317.0
1827_C,1827,1110,Write the next term of a descending decimal linear sequence,171,Linear Sequences (nth term),"\( \begin{array}{llll}7.5, & 6.6, & 5.7, & ?\end{array} \)

What is the next term in this linear sequence?",C,\( 4.9 \),0,D,\( 4.8 \),49,Algebra,61,Sequences,171,Linear Sequences (nth term),1198.0
1828_A,1828,1744,Find missing angles using angles on a straight line,181,"Basic Angle Facts (straight line, opposite, around a point, etc)","What is the value of the angle marked \( \mathbf{\square} \) ? ![Image showing three vertices of a polygon. We do not see how many sides the polygon has. The angles shown are marked 20 degrees, 120 degrees and the third is marked with a square.]()",A,\( 60^{\circ} \),0,B,Impossible to say,71,Geometry and Measure,74,Angles,181,"Basic Angle Facts (straight line, opposite, around a point, etc)",1707.0
1828_C,1828,1744,Find missing angles using angles on a straight line,181,"Basic Angle Facts (straight line, opposite, around a point, etc)","What is the value of the angle marked \( \mathbf{\square} \) ? ![Image showing three vertices of a polygon. We do not see how many sides the polygon has. The angles shown are marked 20 degrees, 120 degrees and the third is marked with a square.]()",C,\( 120^{\circ} \),0,B,Impossible to say,71,Geometry and Measure,74,Angles,181,"Basic Angle Facts (straight line, opposite, around a point, etc)",1321.0
1828_D,1828,1744,Find missing angles using angles on a straight line,181,"Basic Angle Facts (straight line, opposite, around a point, etc)","What is the value of the angle marked \( \mathbf{\square} \) ? ![Image showing three vertices of a polygon. We do not see how many sides the polygon has. The angles shown are marked 20 degrees, 120 degrees and the third is marked with a square.]()",D,\( 40^{\circ} \),0,B,Impossible to say,71,Geometry and Measure,74,Angles,181,"Basic Angle Facts (straight line, opposite, around a point, etc)",1707.0
1829_B,1829,849,Round the elements of a calculation to one significant figure to perform an estimation,216,Estimation,"Estimate the value of
\(
\frac{4.12 \times 18.3}{0.226}
\)",B,\( 16 \),0,C,\( 400 \),32,Number,141,Rounding and Estimating,216,Estimation,2542.0
1829_D,1829,849,Round the elements of a calculation to one significant figure to perform an estimation,216,Estimation,"Estimate the value of
\(
\frac{4.12 \times 18.3}{0.226}
\)",D,\( 360 \),0,C,\( 400 \),32,Number,141,Rounding and Estimating,216,Estimation,1705.0
